Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
8C:DC:D4:64:CC:10,23/70,-84.3333,"HP-Print-10-Deskjet 3540 series",2.412,1,[ 1 2 5.5 6 9 24 36 48 54 ],NoInfo,NoInfo,51.1295,17.0408
AC:84:C9:1E:D9:57,20/70,-89.3333,"Landernet",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1295,17.0408
00:D0:CB:D9:F3:C2,23/70,-85,"DASAN_GONTd9f3c0",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1295,17.0408
DC:73:85:60:37:9B,22/70,-87,"ASUS",2.437,6,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.1295,17.0408
10:62:D0:1E:78:15,27/70,-83,"2.4G-Vectra-WiFi-1E7810",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1295,17.0408
0A:C5:E1:31:B9:36,22/70,-89,"Zuzia",2.437,6,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1295,17.0408
AC:22:05:1A:9F:6B,27/70,-83,"CBN_SSID_5G",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1295,17.0408
34:0A:33:B0:DC:DA,24/70,-85.2,"dlink-DCD9",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1295,17.0408
2C:4D:54:5E:33:38,24/70,-86,"Zaqua",2.437,6,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1295,17.0408
DC:73:85:60:37:AE,19/70,-91,"ASUS",2.437,6,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.1295,17.0408
E8:D2:FF:F0:3E:C0,17/70,-93,"Orange_Swiatlowod_3EC0",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1295,17.0408
50:E0:39:45:F9:42,22/70,-88,"Zyxel_F941",5.26,52,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1295,17.0408
08:BD:43:64:72:2E,26/70,-83.6667,"pronajem",2.447,8,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1295,17.0408
56:67:11:C8:B9:FC,26/70,-83.25,"Wi-Free #InternetUPCNajszybszy",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1295,17.0408
20:83:F8:4A:F9:34,28/70,-78.6667,"NETIASPOT-2.4GHz-4AF930",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1295,17.0408
8C:59:C3:77:57:14,25/70,-85.3333,"NETIASPOT-2.4GHz-775710",2.422,3,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1295,17.0408
DC:73:85:60:37:B3,22/70,-88,"",2.437,6,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.1295,17.0408
B0:BB:E5:C8:01:00,22/70,-84.5,"Pawel_2",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1295,17.0408
CA:2C:4F:95:9C:E7,29/70,-78.6,"HiSmart-01-ca2c4f959ce7",2.422,3,[ 1 2 5.5 11 6 24 36 48 54 ],NoInfo,NoInfo,51.1295,17.0408
80:2A:A8:7C:BC:1D,21/70,-89,"bestnet4-wf-airmax.pl-717170530",5.66,132,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1295,17.0408
E8:D2:FF:56:D7:10,22/70,-88,"TVP Erotyka",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1295,17.0408
E4:BE:ED:DC:85:10,34/70,-76.6667,"korbank2.4",2.462,11,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1295,17.0408
34:BA:9A:39:19:90,30/70,-80,"Internet_Domowy_391990",2.457,10,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1295,17.0408
AE:22:15:C9:93:B2,30/70,-79.3333,"Wi-Free #InternetUPCNajszybszy",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1295,17.0408
DC:73:85:5F:F6:4B,28/70,-82,"ASUS",2.437,6,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.1295,17.0408
AC:22:05:C9:93:A5,25/70,-85,"UPC13C42F7",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1295,17.0408
